KS1295[%],6082[%],2024[%],bat-box[%],3003[%],4032[%],Al,Si,Cu,Ni,Mg,Mn,Fe,Cr,Ti,Zr,V,Zn,Vf_FCC_A1,Vf_DIAMOND_A4,Vf_AL15SI2M4,Vf_AL3X,Vf_AL6MN,Vf_MG2ZN3,Vf_AL3NI2,Vf_AL3NI_D011,Vf_AL7CU4NI,Vf_AL2CU_C16,Vf_Q_ALCUMGSI,Vf_AL7CU2FE,Vf_MG2SI_C1,Vf_AL9FE2SI2,Vf_AL18FE2MG7SI10,eut. frac.[%],eut. T (degC),T_FCC_A1,T_DIAMOND_A4,T_AL15SI2M4,T_AL3X,T_AL6MN,T_MG2ZN3,T_AL3NI2,T_AL3NI_D011,T_AL7CU4NI,T_AL2CU_C16,T_Q_ALCUMGSI,T_AL7CU2FE,T_MG2SI_C1,T_AL9FE2SI2,T_AL18FE2MG7SI10,T(liqu),T(sol),delta_T,delta_T_FCC,delta_T_Al15Si2M4,delta_T_Si,CSC,YS(MPa),hardness(Vickers),CTEvol(1/K)(20.0-300.0degC),Density(g/cm3),Volume(m3/mol),El.conductivity(S/m),El. resistivity(ohm m),heat capacity(J/(mol K)),Therm.conductivity(W/(mK)),Therm. diffusivity(m2/s),Therm.resistivity(mK/W),Linear thermal expansion (1/K)(20.0-300.0degC),Technical thermal expansion (1/K)(20.0-300.0degC),Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Total_Vf_Phases
42.9,42.9,0.0,9.9,0.0,4.29999999999998,86.907251,6.305941,3.60303,0.933205,0.965619,0.433936,0.453541,0.051056,0.091825,0.020809,0.028531,0.205256,81.90911,4.67033,2.29807,0.00225,1.36289,0.0,2.3717,0.0897000000000002,1.74246,0.0053,0.74057,0.00689,0.46195,0.54318,0.15423,55.51053,560.89509,607.13495,554.78149,666.90694,0.0,344.69895,0.0,547.53003,259.30444,533.50936,186.39395,460.45925,446.11855,534.60729,356.15281,521.34714,666.6563,533.3152,133.3411,304258.55885,133.59174,21.46629,0.392812,315.6727,96.6824,7.42894e-05,2.7348,1.02183e-05,11754000,8.50342e-08,27.5651,163.306,6.04131e-05,0.00613708,2.4778e-05,2.26225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.35863
3.3,3.3,19.8,9.9,23.1,40.6,90.865007,5.812591,0.733185,0.600235,0.756399,0.498121,0.486211,0.05594,0.0316,0.028168,0.028762,0.103781,88.97444,4.01511,2.36675,0.001,0.2842,0.0,0.38547,1.03051,0.31832,0.00261,0.11348,0.001,0.52381,0.60908,0.3307,56.79929,575.09122,616.54887,563.67834,662.0119,0.0,134.20065,0.0,542.07066,561.59487,318.63077,172.5157,403.46565,379.99167,541.89885,327.07001,528.14332,661.7919,542.0092,119.7827,53628.86485,120.0027,21.6691400000001,0.4692603,292.59293,89.55096,7.68009e-05,2.67576,1.02427e-05,12754000,7.83787e-08,27.6002,176.096,6.53614e-05,0.00567923,2.55991e-05,2.33461e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.95648000000001
3.3,19.8,0.0,0.0,33.0,43.9,89.600612,6.1186,1.47321,0.64231,0.70746,0.578245,0.57574,0.037493,0.039025,0.033118,0.033712,0.160475,86.90137,3.8817,2.79221,0.00112,0.70414,0.0,0.85185,0.72762,0.70194,0.00439,0.28465,0.00201,0.41468,0.78325,0.18328,49.66977,567.90275,613.19275,561.82116,659.93803,0.0,312.99093,0.0,545.54168,544.27371,446.05648,174.2182,359.77122,481.86529,478.56879,363.75624,537.94799,660.6841,539.3918,121.2923,69783.48225,120.54623,22.42936,0.4604629,302.74131,92.50774,7.59383e-05,2.69628,1.02234e-05,12414500,8.05691e-08,27.5934,171.886,6.36206e-05,0.00581052,2.53238e-05,2.31227e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.23420999999998
23.1,19.8,9.9,9.9,23.1,14.2,90.171149,5.097316,1.954845,0.658645,0.747159,0.583591,0.490996,0.046898,0.05536,0.027376,0.031534,0.135131,87.24515,3.15211,2.76576,0.00101,0.57497,0.0,1.28112,0.24041,0.91497,0.0027499999999999,0.38192,0.00308,0.41811,0.51555,0.16069,40.31501,567.06182,619.4836,556.70101,662.07358,0.0,161.74943,0.0,546.70641,553.96194,487.96242,172.47803,418.80578,484.57713,538.9214,338.57611,529.86303,661.5372,535.2316,126.3056,238457.64245,126.84198,21.46941,0.4366058,278.93765,85.30488,7.66421e-05,2.70588,1.0211e-05,12544500,7.97332e-08,27.6299,173.262,6.39919e-05,0.00577363,2.55545e-05,2.33444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.65759999999997
29.7,0.0,29.7,19.8,0.0,20.8,89.144453,6.742432,1.36629,0.877765,0.924468,0.328732,0.383482,0.069206,0.05074,0.018862,0.024208,0.069362,87.10818,4.96171,1.74305,0.00282,0.22526,0.0,0.74172,1.25805,0.65207,0.0039899999999999,0.27711,0.00276,0.64572,0.44343,0.36135,79.18109,593.82808,607.54067,561.79932,663.36856,0.0,123.78887,0.0,542.19083,560.09686,461.06642,172.54319,403.47413,434.05546,542.28149,327.09231,533.84551,663.253,542.0756,121.1774,260508.79845,121.29296,19.72372,0.4543834,320.66853,98.00078,7.56491e-05,2.68152,1.02565e-05,12397000,8.07097e-08,27.5526,171.733,6.39302e-05,0.00581831,2.52152e-05,2.30048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.42721999999999
29.7,0.0,26.4,29.7,6.6,7.59999999999999,90.950048,5.194798,1.31349,0.70534,0.834807,0.414433,0.369028,0.066203,0.05074,0.018037,0.023383,0.059693,89.2059,3.90144,1.89996,0.0026,0.23294,0.0,0.71019,0.91039,0.61477,0.0036599999999999,0.2627,0.00278,0.54774,0.46327,0.28609,74.72962,606.23769,619.97647,560.55813,658.50294,0.0,125.36015,0.0,543.07893,558.53735,478.94445,172.55455,403.62965,440.56323,542.21753,327.05767,519.37711,658.6405,540.9105,117.73,260433.96355,117.59244,19.64763,0.4567925,279.66071,85.57384,7.69573e-05,2.68465,1.02332e-05,12821600,7.80208e-08,27.6003,176.989,6.55789e-05,0.00564737,2.56477e-05,2.3415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.04442999999998
16.5,9.9,9.9,26.4,13.2,24.1,90.53042,5.455201,1.4379,0.65155,0.808704,0.424861,0.432421,0.055907,0.048595,0.02104,0.02401,0.109391,88.5651,3.87708,2.02016,0.00288,0.28581,0.0,0.77717,0.72867,0.68556,0.0025599999999999,0.27829,0.00215,0.5074,0.59246,0.25047,81.45661,605.89934,619.6342,560.24884,660.53822,0.0,124.81013,0.0,544.01836,556.99393,456.8881,172.51164,404.25376,445.95193,541.88225,327.21706,530.48213,661.0606,539.5102,121.5504,191850.36385,121.02802,20.7386399999999,0.4568676,280.34876,85.71855,7.68422e-05,2.68847,1.02299e-05,12732100,7.85216e-08,27.6011,175.865,6.51339e-05,0.00568608,2.56156e-05,2.33789e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.57576000000002
16.5,3.3,3.3,9.9,29.7,37.3,89.10086,6.959341,1.168125,0.81985,0.704589,0.489376,0.541651,0.036437,0.031765,0.02929,0.03226,0.086456,86.76467,4.95201,2.38819,0.001,0.46484,0.0,0.63597,1.28501,0.54673,0.0024899999999999,0.22373,0.00201,0.46439,0.79768,0.21629,51.46475,565.7946,606.70131,563.62062,657.76975,0.0,193.6571,0.0,544.04646,562.02593,392.69409,172.52647,339.4337,418.1478,432.55491,353.99098,540.64731,657.9568,542.4505,115.5063,185829.42355,115.31925,21.17012,0.4654088,313.91015,95.89738,7.54271e-05,2.68593,1.02485e-05,12340200,8.10389e-08,27.5577,171.191,6.36604e-05,0.00583856,2.51495e-05,2.29336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74500999999998
23.1,0.0,0.0,49.5,9.9,17.5,90.888074,5.45068,1.279995,0.69412,0.789465,0.32002,0.38665,0.052211,0.045295,0.014176,0.018334,0.06098,89.45703,3.89724,1.50643,0.00258,0.26765,0.0,0.70399,0.92387,0.6065,0.0039399999999999,0.25839,0.00255,0.51436,0.59098,0.26952,69.86157,599.22977,620.39111,561.16085,653.94192,0.0,125.71653,0.0,543.26354,560.35053,416.5671,172.55919,403.57316,448.57251,542.11626,327.23344,533.50714,653.7543,541.8379,111.9164,226635.03615,112.10402,19.32295,0.4571662,278.61642,85.29904,7.70846e-05,2.68098,1.02481e-05,12912000,7.74606e-08,27.6014,178.03,6.60156e-05,0.00561634,2.56962e-05,2.34564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.00502999999999
19.8,6.6,0.0,49.5,6.6,17.5,91.104752,5.05303,1.46661,0.62911,0.821805,0.322,0.3751,0.056468,0.051565,0.013483,0.017047,0.08903,89.49189,3.23826,1.5262,0.00258,0.26739,0.0,0.79639,0.73413,0.69904,0.0031899999999999,0.29011,0.00262,0.52905,0.48614,0.25731,66.60094,599.65515,621.78016,558.43377,654.74071,0.0,131.59136,0.0,543.75936,557.41698,445.94855,172.53408,404.64667,444.39395,542.06552,327.16599,520.43551,654.5091,539.7207,114.7884,211671.15335,115.02001,18.71307,0.4546273,279.16214,85.36129,7.76155e-05,2.68534,1.02436e-05,12970500,7.71098e-08,27.6301,178.774,6.6219e-05,0.00559795,2.5867e-05,2.36005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.3243
9.9,9.9,23.1,19.8,13.2,24.1,91.603976,4.707157,1.17258,0.52153,0.813258,0.484987,0.417637,0.065873,0.047275,0.022954,0.024736,0.118037,89.96286,3.13906,2.18076,0.00295,0.23515,0.0,0.61599,0.5265,0.55898,0.0033999999999999,0.22333,0.002,0.53754,0.45281,0.30242,84.82078,613.95144,623.2233,559.26402,661.51817,0.0,122.08513,0.0,542.61265,556.42812,446.13228,172.50532,403.43142,412.70327,542.03049,327.12686,511.99097,661.8908,541.4081,120.4827,136153.46595,120.11007,17.85592,0.4723871,273.55542,83.62456,7.76431e-05,2.68466,1.02211e-05,12950900,7.71305e-08,27.6344,178.641,6.6119e-05,0.00559448,2.58809e-05,2.3611e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74375000000002
39.6,23.1,19.8,3.3,9.9,4.3,88.440959,5.978647,2.548845,0.866545,0.868533,0.521782,0.455587,0.055115,0.070375,0.025066,0.032194,0.136352,84.78835,3.97396,2.54733,0.00114,0.60046,0.0,1.78866,0.25794,1.21194,0.0047499999999999,0.48621,0.00441,0.46644,0.45221,0.18068,47.98014,560.0853,610.42095,557.16343,666.39239,0.0,293.45643,0.0,546.88081,551.81501,532.27685,172.47199,419.22758,446.12056,538.30015,334.21838,526.82616,666.4277,533.7953,132.6324,297283.07875,132.59709,23.36813,0.416945,307.2814,94.03007,7.53624e-05,2.7158,1.02197e-05,12081300,8.27771e-08,27.5823,167.587,6.20622e-05,0.00595763,2.51269e-05,2.29392e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.76447999999999
19.8,0.0,16.5,19.8,19.8,24.1,90.452507,5.876182,1.06566,0.717385,0.754188,0.465847,0.455752,0.052277,0.038035,0.024208,0.027772,0.070187,88.63461,4.09467,2.21187,0.00126,0.29576,0.0,0.57521,1.08255,0.49957,0.0027699999999999,0.20787,0.00199,0.50537,0.60105,0.28136,54.71563,574.0423,615.24361,562.1449,659.7541,0.0,124.57637,0.0,542.78657,561.0134,403.23589,172.54272,403.4898,413.91377,542.15091,327.06421,529.86231,660.2427,542.1043,118.1384,207397.76975,117.6498,20.0406,0.4676652,296.31591,90.47008,7.64719e-05,2.6821,1.02417e-05,12661900,7.8953e-08,27.5948,175.144,6.49388e-05,0.00570842,2.54895e-05,2.32685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.99591000000001
16.5,0.0,39.6,9.9,6.6,27.4,90.47168,5.950366,0.91485,0.6994,0.882789,0.427501,0.401896,0.074387,0.04315,0.023515,0.026485,0.083981,88.82608,4.09639,2.0772,0.00281,0.21614,0.0,0.48893,1.09401,0.42355,0.0020899999999999,0.17559,0.00194,0.62695,0.40569,0.42228,84.14255,605.7076,614.95655,562.25374,665.38274,0.0,124.69436,0.0,542.09756,560.33359,401.74448,172.53313,403.47049,412.25777,545.47704,327.1166,507.30479,665.2678,542.0814,123.1864,184907.79265,123.30134,20.17234,0.4778359,297.44907,90.82037,7.65093e-05,2.67588,1.02512e-05,12663600,7.89419e-08,27.5947,175.21,6.50146e-05,0.00570789,2.54915e-05,2.32773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85965
13.2,3.3,0.0,6.6,42.9,34.0,90.118613,6.161269,1.017315,0.709465,0.589716,0.614314,0.583759,0.027395,0.02533,0.033547,0.035923,0.083354,87.76553,4.71858,2.85751,0.00117,0.65906,0.0,0.55084,1.06104,0.46827,0.00192,0.19654,0.002,0.34928,0.86004,0.17783,49.21316,569.71952,612.38207,563.96689,654.63533,0.0,311.51665,0.0,545.49694,562.7121,396.23341,172.53028,327.04798,424.63726,381.33205,437.29788,542.97982,654.5395,542.6262,111.9133,158463.24785,112.00913,21.34069,0.4717069,296.31411,90.66638,7.59962e-05,2.68771,1.02365e-05,12549200,7.97342e-08,27.5721,173.63,6.43789e-05,0.00576082,2.53355e-05,2.31232e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.66960999999999
0.0,23.1,6.6,19.8,13.2,37.3,90.891275,4.984357,1.54845,0.492325,0.839328,0.452977,0.454927,0.059669,0.052555,0.02335,0.02335,0.177437,88.90368,3.0223,2.17364,0.00156,0.31621,0.0,0.84656,0.34518,0.73151,0.00812,0.30203,0.002,0.52865,0.50601,0.24462,65.00008,601.64288,621.39044,557.78486,662.48924,0.0,123.51394,0.0,544.10063,551.4524,484.03644,172.45087,418.25693,443.97832,540.87067,337.3539,513.95241,662.6743,536.8507,125.8236,29553.02335,125.63854,20.93416,0.4577242,280.048,85.04732,7.73874e-05,2.69115,1.02272e-05,12816300,7.79735e-08,27.6372,176.891,6.54288e-05,0.00565101,2.57911e-05,2.35368e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.93207
46.2,13.2,3.3,13.2,23.1,1.0,88.355753,6.327688,2.358765,0.950365,0.732342,0.538348,0.500038,0.034523,0.058,0.025627,0.033943,0.084608,84.7662,4.73125,2.64972,0.00104,0.75444,0.0,1.67014,0.75555,1.10168,0.0072699999999999,0.43854,0.00407,0.37158,0.66999,0.13984,52.64836,564.14318,609.31676,559.61506,658.31185,0.0,307.9005,0.0,547.62075,557.01771,457.33431,172.51636,414.73142,440.60185,528.17067,334.99527,540.02803,658.2277,535.4252,122.8025,307479.44885,122.88665,24.18986,0.4183863,306.59966,94.16818,7.51937e-05,2.71436,1.02224e-05,12080000,8.28214e-08,27.5679,167.403,6.20552e-05,0.00596153,2.5066e-05,2.28703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.06131000000002
26.4,3.3,3.3,29.7,23.1,14.2,90.541046,5.472823,1.419255,0.71953,0.705447,0.479113,0.460273,0.04241,0.04282,0.022294,0.027046,0.067943,88.39408,3.88542,2.22947,0.00142,0.35085,0.0,0.79916,0.85848,0.65601,0.0043499999999999,0.28246,0.00285,0.42343,0.65088,0.19085,45.30654,568.10396,616.73924,561.16378,655.84018,0.0,126.00084,0.0,545.12678,559.62107,424.08026,172.54383,403.81374,456.60089,528.65395,329.86172,542.35023,655.4596,539.924,115.5356,246641.95005,115.91618,21.23978,0.4541289,283.48191,86.91028,7.67526e-05,2.69102,1.02259e-05,12713000,7.86513e-08,27.6016,175.581,6.50426e-05,0.00569443,2.5583e-05,2.33379e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.72970999999998
26.4,39.6,3.3,3.3,16.5,10.9,89.008031,5.088472,2.910855,0.685705,0.829593,0.589102,0.499972,0.047393,0.075985,0.027244,0.031996,0.205652,84.70053,2.93366,2.88179,0.00104,1.29226,0.0,1.57978,0.0249000000000004,1.50043,0.00411,0.579,0.00499,0.3576,0.41481,0.123,42.23241,565.21295,616.74641,552.57038,665.30923,0.0,313.58838,0.0,546.70544,210.18108,533.50272,235.43039,466.92517,439.02018,533.98069,375.27597,424.83751,664.9995,532.7357,132.2638,257966.13835,132.57353,19.83468,0.4087875,288.25349,88.16527,7.60833e-05,2.72575,1.02027e-05,12189500,8.20551e-08,27.6272,168.431,6.22028e-05,0.00595679,2.53515e-05,2.31755e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3979
